"codigo_modelo;""codigo_marca"";""codigo_fipe"";""modelo"";""tipo""",
"1951;""45"";""050002-0"";""Sundance 2.5"";""1""",
"1952;""46"";""051001-7"";""Trans-AM 5.7 V8"";""1""",
"1953;""46"";""051002-5"";""Trans-Sport SE 3.1"";""1""",
"1954;""47"";""035026-5"";""911 Carrera 4S Cabriolet-4 3.6/3.8"";""1""",
"1955;""47"";""035023-0"";""911 Carrera 4S Coupe-4 3.6/3.8"";""1""",
"1956;""47"";""035003-6"";""911 Carrera Cabriolet 3.4/ 3.6 Mec."";""1""",
"1957;""47"";""035008-7"";""911 Carrera Cabriolet 3.4/ 3.6 Tiptronic"";""1""",
"1958;""47"";""035004-4"";""911 Carrera Cabriolet-4 3.4 Mec."";""1""",
"1959;""47"";""035018-4"";""911 Carrera Cabriolet-4 3.4 Tiptronic"";""1""",
"1960;""47"";""035001-0"";""911 Carrera Coupe"";""1""",
"1961;""47"";""035006-0"";""911 Carrera Coupe Tiptronic"";""1""",
"1962;""47"";""035002-8"";""911 Carrera Coupe-4 3.4/ 3.6"";""1""",
"1963;""47"";""035007-9"";""911 Carrera Coupe-4 3.4/ 3.6 Tiptronic"";""1""",
"1964;""47"";""035020-6"";""911 Carrera Evo Cabriolet"";""1""",
"1965;""47"";""035022-2"";""911 Carrera Evo Cabriolet-4"";""1""",
"1966;""47"";""035019-2"";""911 Carrera Evo Coupe"";""1""",
"1967;""47"";""035021-4"";""911 Carrera Evo Coupe-4"";""1""",
"1968;""47"";""035009-5"";""911 GT3/ GT2 Street"";""1""",
"1969;""47"";""035032-0"";""911 Carrera S Cabriolet 3.8 24V"";""1""",
"1970;""47"";""035028-1"";""911 Carrera S Coupe 3.8 24V"";""1""",
"1971;""47"";""035013-3"";""911 Targa 3.6"";""1""",
"1972;""47"";""035029-0"";""911 Turbo Cabriolet 3.6/3.8"";""1""",
"1973;""47"";""035014-1"";""911 Turbo Coupe 3.6/3.8"";""1""",
"1974;""47"";""035031-1"";""911 Turbo S Cabriolet 3.6/3.8 24V"";""1""",
"1975;""47"";""035030-3"";""911 Turbo S Coupe 3.6/3.8 24V"";""1""",
"1976;""47"";""035016-8"";""928 GTS 5.4 32V"";""1""",
"1977;""47"";""035005-2"";""968 Cabriolet 3.0"";""1""",
"1978;""47"";""035017-6"";""968 Coupe 3.0 16V"";""1""",
"1979;""47"";""035015-0"";""Boxster Mec."";""1""",
"1980;""47"";""035011-7"";""Boxster S"";""1""",
"1981;""47"";""035012-5"";""Boxster S Tiptronic"";""1""",
"1982;""47"";""035010-9"";""Boxster Tiptronic"";""1""",
"1983;""47"";""035024-9"";""Cayenne S 4.5/4.8"";""1""",
"1984;""47"";""035025-7"";""Cayenne Turbo 4.5/4.8"";""1""",
"1985;""47"";""035027-3"";""Cayenne V6 3.2/3.6 24V"";""1""",
"1986;""48"";""025001-5"";""19 16S/ RT 16V"";""1""",
"1987;""48"";""025002-3"";""19 RN"";""1""",
"1988;""48"";""025003-1"";""19 RT 1.8/ 1.8i"";""1""",
"1989;""48"";""025031-7"";""19 RT 1.8/ 1.8i Conv."";""1""",
"1990;""48"";""025020-1"";""21 GTX 2.0"";""1""",
"1991;""48"";""025033-3"";""21 Nevada GTX 2.2"";""1""",
"1992;""48"";""025008-2"";""21 Nevada TXE 2.2"";""1""",
"1993;""48"";""025034-1"";""21 TXE/ TXi 2.2"";""1""",
"1994;""48"";""025081-3"";""Clio Authentique 1.0 8V 3p"";""1""",
"1995;""48"";""025082-1"";""Clio Authentique 1.0/1.0 Hi-Power 16V 3p"";""1""",
"1996;""48"";""025109-7"";""Clio Authentique Hi-Flex 1.6 16V 3p"";""1""",
"1997;""48"";""025099-6"";""Clio Auth. /AIR Hi-Flex 1.6 16V 5p"";""1""",
"1998;""48"";""025090-2"";""Clio Dynamique 1.0/ 1.0 Hi-Power 16V 3p"";""1""",
"1999;""48"";""025091-0"";""Clio Dynamique 1.6 16V 110cv 3p"";""1""",
"2000;""48"";""025098-8"";""Clio Dynamique Hi-Flex 1.6 16V 3p"";""1""",
"2001;""48"";""025085-6"";""Clio Expression 1.0 8V 60cv 3p"";""1""",
"2002;""48"";""025086-4"";""Clio Expression 1.0/1.0 Hi-Power 16V 3p"";""1""",
"2003;""48"";""025095-3"";""Clio Hi-Flex 1.6 16V 3p"";""1""",
"2004;""48"";""025096-1"";""Clio Hi-Flex/ Expres. Hi-Flex 1.6 16V 5p"";""1""",
"2005;""48"";""025100-3"";""Clio Privilège Hi-Flex 1.6 16V 5p"";""1""",
"2006;""48"";""025026-0"";""Clio RL / Yahoo/ Authent. 1.0 8V 5p"";""1""",
"2007;""48"";""025004-0"";""Clio RL 1.6 3p/5p"";""1""",
"2008;""48"";""025075-9"";""Clio RL Alizé/ Authent. 1.6 16V 110cv 5p"";""1""",
"2009;""48"";""025061-9"";""Clio RL/ JP/Auth.1.0/1.0 Hi-Power 16V 5p"";""1""",
"2010;""48"";""025021-0"";""Clio RN 1.6 3p (importado)"";""1""",
"2011;""48"";""025028-7"";""Clio RN 1.6 5p"";""1""",
"2012;""48"";""025054-6"";""Clio RN/Alizé/Expr./1.0 Hi-Power 16V 5p"";""1""",
"2013;""48"";""025027-9"";""Clio RN/ Expression 1.0 5p"";""1""",
"2014;""48"";""025048-1"";""Clio RN/ Expression 1.6 16V 5p"";""1""",
"2015;""48"";""025005-8"";""Clio RT 1.6 5p"";""1""",
"2016;""48"";""025056-2"";""Clio RT/ Privil. 1.0/1.0 Hi-Power 16V 5p"";""1""",
"2017;""48"";""025049-0"";""Clio RT/ Privilège 1.6 16V 5p"";""1""",
"2018;""48"";""025051-1"";""Clio Sed RT/ Privilège/ Botic 1.6 16V 4p"";""1""",
"2019;""48"";""025076-7"";""Clio Sed. Alizé 1.6/ 1.6 Hi-Flex 16v 4p"";""1""",
"2020;""48"";""025102-0"";""Clio Sed. Authentique Hi-Flex 1.6 16V 4p"";""1""",
"2021;""48"";""025097-0"";""Clio Sed. Hi-Flex/Exp.Hi-Flex 1.6 16V 4p"";""1""",
"2022;""48"";""025101-1"";""Clio Sed. Privilège Hi-Flex 1.6 16V 4p"";""1""",
"2023;""48"";""025067-8"";""Clio Sed.RL/Auth.1.0/1.0 Hi-Power 16V 4p"";""1""",
"2024;""48"";""025055-4"";""Clio Sed.RN/Alizé/Botic./Exp.1.0 Hi-Pow."";""1""",
"2025;""48"";""025057-0"";""Clio Sed.RT/Privil.1.0/1.0 Hi-Pow.16V 4p"";""1""",
"2026;""48"";""025093-7"";""Clio Sedan Authentique 1.6 16V 110cv 4p"";""1""",
"2027;""48"";""025050-3"";""Clio Sedan RN/ Expression 1.6 16V 4p"";""1""",
"2028;""48"";""025053-8"";""Clio SI 1.6 16V 4p"";""1""",
"2029;""48"";""025060-0"";""Clio Tech Run 1.0 16v 70cv 5p"";""1""",
"2030;""48"";""025012-0"";""Express 1.6/ RL 1.6"";""1""",
"2031;""48"";""025106-2"";""Kangoo Authentique 1.6 16V 95cv"";""1""",
"2032;""48"";""025044-9"";""Kangoo Express RL/ Express 1.0 16V/8V"";""1""",
"2033;""48"";""025045-7"";""Kangoo Express RL/ Express 1.6 16V/8V"";""1""",
"2034;""48"";""025038-4"";""Kangoo RL 1.0 8V"";""1""",
"2035;""48"";""025041-4"";""Kangoo RL 1.6 8V"";""1""",
"2036;""48"";""025070-8"";""Kangoo RL/ Yahoo 1.0 16V 70cv"";""1""",
"2037;""48"";""025039-2"";""Kangoo RN 1.0 8V"";""1""",
"2038;""48"";""025040-6"";""Kangoo RN/Expression 1.6 16V/1.6 8V 5p"";""1""",
"2039;""48"";""025072-4"";""Kangoo RN/ Yahoo/ Expression 1.0 16V 5p"";""1""",
"2040;""48"";""025073-2"";""Kangoo RT 1.0 16V 70cv 5p"";""1""",
"2041;""48"";""025074-0"";""Kangoo RT 1.6 16V/ 8V 90cv 5p"";""1""",
"2042;""48"";""025080-5"";""Laguna Grand Tour Privilège 3.0 V6 210cv"";""1""",
"2043;""48"";""025010-4"";""Laguna Nevada RT/ RXE 2.0s 16V"";""1""",
"2044;""48"";""025079-1"";""Laguna Privilège 3.0 V6 24V 210cv 5p"";""1""",
